City,Hotel_Name,Number_of_Reviews,Neighborhood,Distance_from_Center,Description,Facilities,Address,Latitude,Longitude,Hotel_URL,City_ID,Clean_Rate
Carcassonne,Hotel de la Cité Carcassonne - MGallery Collection,1205,"Carcassonne's Medieval City, Carcassonne",1.4 km from downtown,"Set in Carcassonne's circular walls, Hotel de la Cite Carcassonne - MGallery Collection is set in a Medieval-style chateau. The hotel features gardens and an outdoor pool with views of Saint Nazaire Basilica. Free WiFi and wired internet access is available.

Classic or Provencal-style decoration and an iPod docking station feature in all of the guest rooms at Hotel de la Cite. Some rooms have a balcony with views of the city.

Homemade pastries are served at breakfast and regional dishes are offered in the brasserie and summer restaurant. Guests can also dine at the Michelin-starred Barbacane restaurant or enjoy a cocktail in the bar.

Guests can go wine tasting in the on-site cellar or organize a river cruise at the 24-hour reception. The hotel has a shuttle service and a valet service available for guests using the private car park.

Carcassonne Train Station is 1.5 mi from the property. Narbonne is 38 mi away. Parking is available on site for an additional charge.

- no ipod docking station in rooms
- no brasserie and summer restaurant but an bar in the garden during summer where we can eat tapas with a view on the remparts
- no wine tasting in the on-site cellar","Outdoor swimming pool, Private Parking, Spa, Free Wifi, Family rooms, 3 restaurants, Non-smoking rooms, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast","Carcassonne's Medieval City, Carcassonne",43.205627,2.362696,https://www.booking.com/hotel/fr/hotel-de-la-cite.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285493&from=searchresults,147,8.9
Carcassonne,514 Appart Hotel,848,Carcassonne,2.1 km from downtown,"Offering a terrace and views of the mountains, 514 Appart Hotel is located in Carcassonne in the Languedoc-Roussillon Region. Carcassonne's medieval city is 984 feet from the property. Free private parking is available on site.

The pet-friendly accommodations is air conditioned and has a flat-screen TV. Some units include a dining area and/or terrace. There is also a kitchen, fitted with an oven and microwave. A refrigerator and stovetop are also featured, as well as a coffee machine. Every unit features a private bathroom with a shower and free toiletries. Towels and bed linen are provided.

Grain d’Sel Media Library is 1 mi from 514 Appart Hotel, while Carcassonne Town Hall is 1.1 mi away. Carcassonne Airport is 6.2 mi from the property.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Airport shuttle (free), Facilities for disabled guests, 24-hour front desk, Terrace, Breakfast",Carcassonne,43.205485,2.372206,https://www.booking.com/hotel/fr/514-appart.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285498&from=searchresults,147,8.5
Carcassonne,SOWELL HOTELS Les Chevaliers,3160,Carcassonne,0.8 km from downtown,"Set a 2-minute walk from the Aude river and featuring views of the Pont Vieux bridge, SOWELL HOTELS Les Chevaliers offers accommodations with free WiFi in Carcassonne. The medieval city is just a 10-minute walk away.

Some units at the property feature a terrace with a garden view or a view of the medieval city.

A buffet breakfast is served in the morning. The restaurant offers traditional cuisine and local specialties. Guests can also enjoy a drink on the terrace, which offers views of the medieval city.

Speaking Spanish and English at the reception, staff will be happy to provide guests with practical advice on the area.

The nearest airport is Carcassonne Airport, 2.5 mi from the property.","Spa, Free Wifi, Family rooms, Restaurant, Facilities for disabled guests, 24-hour front desk, Bar, Wonderful Breakfast",Carcassonne,43.211032,2.3582,https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285505&from=searchresults,147,8.3
Carcassonne,Hotel du Roi & Spa by SOWELL COLLECTION,1759,Carcassonne,0.7 km from downtown,"Elegant Accommodations: Hotel du Roi & Spa by SOWELL COLLECTION in Carcassonne offers a 5-star experience with spa facilities, a sun terrace, and a lush garden. Guests enjoy free WiFi, an indoor swimming pool, and a traditional restaurant serving French cuisine.

Comfortable Amenities: Rooms feature air-conditioning, private bathrooms with walk-in showers, bathrobes, and free toiletries. Additional amenities include mini-bars, coffee machines, and terraces with views of local landmarks.

Dining and Leisure: The restaurant serves lunch and dinner in a traditional ambiance, while the bar provides a relaxing space. Wellness packages and a 24-hour front desk enhance the guest experience.

 Located 2.5 mi from Carcassonne Airport, the hotel is close to Memorial House (8-minute walk), Carcassonne Cathedral (2297 feet), and Comtal Castle (13-minute walk). Guests appreciate the scenic views and attentive staff.","Indoor swimming pool, Parking, Spa, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Facilities for disabled guests, Bar, Good Breakfast",Carcassonne,43.21085,2.357769,https://www.booking.com/hotel/fr/soleilvacances-du-roi.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285512&from=searchresults,147,8.3
Carcassonne,Hotel Astoria,1876,Carcassonne,0.6 km from downtown,"Hotel Astoria is located in the center of Carcassonne, 492 feet from the train station and a 20-minute walk from the medieval city. It offers free Wi-Fi internet access.

The guest rooms are located in two buildings, one with 2 floors and one located entirely on the ground floor. They are all equipped with a TV and telephone and each room has a private bathroom.

Parking in the garage is free for motorbikes and bicycles.

The courthouse is a 5-minute walk away and the Canal du Midi is 164 feet away.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Airport shuttle, Good Breakfast",Carcassonne,43.217554,2.354174,https://www.booking.com/hotel/fr/astoria-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285519&from=searchresults,147,7.9
Carcassonne,Hotel De La Bastide,2081,Carcassonne,300 m from downtown,"Hotel De La Bastide is a family-run hotel located in the center of Carcassonne, a 5-minute walk from the train station and a 25-minute walk from the medieval city. Free public parking is possible 164 feet away.

The hotel rooms are serviced by a elevator and have air-conditioning, LCD-TV and free WiFi access.

All of the rooms and common areas in the hotel are nonsmoking.

The airport shuttle stops just 492 feet from the hotel.","Free Wifi, Family rooms, Non-smoking rooms, Excellent Breakfast",Carcassonne,43.215678,2.349744,https://www.booking.com/hotel/fr/de-la-bastide.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285526&from=searchresults,147,8.1
Carcassonne,Hotel Du Pont Vieux,1413,Carcassonne,1.1 km from downtown,"Ideally located at the foot of the fortified town at Carcassonne, in an 18th-century building, this hotel offers rooms overlooking the castle towers or the hotel’s garden. Free WiFi is provided. Carcassonne city center is 1969 feet away.

Each bedroom features air conditioning, a flat-screen TV and a private bathroom with a bath or shower and free toiletries.

On sunny days you can enjoy your continental buffet breakfast among the flowers on the outdoor terrace.

A range of convenient services are offered at the Hotel Du Pont Vieux. These include packed lunches, as well as bicycle and car rental. The staff at the Pont Vieux are available 24-hours a day to help you organize your stay in Carcassonne.

Garage parking is available upon prior request and subject to availability. Carcassonne Train Station is 1.9 mi away.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Terrace, Bar, Very Good Breakfast",Carcassonne,43.209051,2.361798,https://www.booking.com/hotel/fr/du-pont-vieux.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285532&from=searchresults,147,8.9
Carcassonne,"Hôtel Pont Rouge , Carcassonne",190,Carcassonne,2.8 km from downtown,"Offering a 24-hour front desk, The Originals City, Hôtel Pont Rouge, Carcassonne is located a 10-minute drive from Carcassonne Airport and 3.1 mi from the medieval part of town. It offers 50 rooms decorated in a modern style, all serviced by a elevator. Free WiFi is available throughout the property.

All the rooms offer air conditioning and a flat-screen TV. Each room has a private bathroom with a shower.

The hotel serves a buffet breakfast every morning.

Hôtel Pont Rouge is 37 mi from Narbonne. Free secured parking is available on site.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Good Breakfast",Carcassonne,43.233831,2.368712,https://www.booking.com/hotel/fr/balladins-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285538&from=searchresults,147,8.3
Carcassonne,Hôtel du Château & Spa - Teritoria,813,Carcassonne,1.5 km from downtown,"Hôtel Du Chateau - Les Collectionneurs is 98 feet from the entrance of the medieval Cité de Carcassonne. It features free access to an outdoor pool, and a spa with an indoor pool, hot tub and hammam available for an additional charge. Free WiFi access is available.

The guest rooms at Hôtel Du Chateau are equipped with air conditioning and a flat-screen TV. Each room or suite has a private bathroom.

You can enjoy a drink in the panoramic bar, which offers view of the city. Snacking options are available and guests can take cooking classes upon request.

The hotel also has a 24-hour reception and private parking.

The Hôtel Du Chateau is within 984 feet of the N113 motorway exit and the Basilica of Saint Nazaire is 7 minutes' walk away. Saint Celse is just a 5-minute walk from Hôtel Du Chateau - Les Collectionneurs. Carcassonne Train Station is an 8-minute drive away.","2 swimming pools, Private Parking, Spa, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Bar, Good Breakfast",Carcassonne,43.207342,2.366513,https://www.booking.com/hotel/fr/du-chateau-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285544&from=searchresults,147,8.5
Carcassonne,Brit Hotel Bosquet Carcassonne Cité,1573,Carcassonne,2.9 km from downtown,"Brit Hôtel Bosquet Carcassonne is 0.9 mi from the medieval city of Carcassonne, a UNESCO World Heritage site. Free WiFi is provided.

Only accessed by stairs, the air-conditioned guestrooms feature satellite TV with Canal + channel, a bathroom with a hairdryer and a telephone.

A buffet breakfast is served each morning at the hotel.

Restaurants can be found less than 1640 feet away.

In the surroundings, you can discover the Canal du Midi located 2.2 mi from the property and La Cavayère's Lake, a 10-minute drive away. Carcassonne Train Station is 3.1 mi away.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Terrace, Tea/Coffee Maker in All Rooms, Very Good Breakfast",Carcassonne,43.206308,2.383691,https://www.booking.com/hotel/fr/brit-bosquet-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285551&from=searchresults,147,8.0
Carcassonne,ibis Carcassonne Centre - La Cité,1619,Carcassonne,0.7 km from downtown,"ibis Carcassonne Center is ideally located 0.6 mi from Carcassonne's Train Station and only 2625 feet from the medieval heart of the city. It offers a 24-hour reception and air-conditioned guest rooms with free WiFi.

A flat-screen satellite TV and a desk are provided in each guest room. The private bathroom is equipped with a hairdryer and toiletries.

A buffet breakfast composed of sweet and savory dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. A snack bar provides food throughout the day.

Part of the 17th-century Canal du Midi is 1640 feet from the hotel and Jean Alary Theater, the Fine Arts Museum and Comtal Castle are all within a 10-minute walk. Pont-Rouge Industrial Zone is 10 minutes' drive away and Carcassonne Airport is 13 minutes' drive from the hotel.","Parking, Free Wifi, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Terrace, Bar, Good Breakfast",Carcassonne,43.211571,2.357329,https://www.booking.com/hotel/fr/ibis-carcassonne-centre.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285557&from_sustainable_property_sr=1&from=searchresults,147,7.2
Carcassonne,Le Meez,497,Carcassonne,2.8 km from downtown,"Comfortable Accommodations: Le Meez in Carcassonne offers spacious rooms with air-conditioning, private bathrooms, and modern amenities. Guests enjoy balconies with pool or city views, ensuring a relaxing stay.

Exceptional Facilities: The hotel features a spa, swimming pool with a view, fitness center, sun terrace, and free WiFi. Additional services include a restaurant, bar, and outdoor seating area, catering to all guest needs.

Dining Experience: A family-friendly restaurant serves French, Mediterranean, and international cuisines with halal, vegetarian, vegan, and gluten-free options. Breakfast includes continental, American, and à la carte selections.

 Located 3.7 mi from Carcassonne Airport and 1.2 mi from Comtal Castle, Le Meez is near Memorial House (Maison des Memoires) at 1.9 mi. Guests appreciate the room comfort, attentive staff, and excellent restaurant.","Outdoor swimming pool, Free parking, Spa, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Tea/Coffee Maker in All Rooms, Bar, Very Good Breakfast",Carcassonne,43.206838,2.382095,https://www.booking.com/hotel/fr/le-meez-carcassonne.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285564&from=searchresults,147,9.1
Carcassonne,Hotel Pont Levis - Franck Putelat,353,Carcassonne,1.7 km from downtown,"Just 164 feet from the main entrance of the medieval city of Carcassonne, this modern hotel features a view of the city's ramparts and the surrounding countryside. Guests can enjoy an outdoor swimming pool and a 2-hectare private garden.

Rooms have a combination of classic and contemporary décor and feature a flat screen TV with satellite channels and an iPod docking station. Rooms are equipped with an electric kettle. Each has an private bathroom with a bath or shower, a bathrobe, slippers and free toiletries.

A gourmet French buffet breakfast is served daily for a supplement. Several restaurants are located 164 feet away and additional restaurants and grocery shops can be found 1.2 mi away in the center of Carcassone.

Cathar castles are located as close as 12 mi from the property and Toulouse is a 50-minute drive away. Motorway A61 is 3.1 mi away and Carcassonne Train Station is 1.9 mi away. A taxi stand and a bus stop are located in front of the building. Private parking is available.","Outdoor swimming pool, Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Tea/Coffee Maker in All Rooms, Bar, Wonderful Breakfast",Carcassonne,43.205688,2.367025,https://www.booking.com/hotel/fr/pont-levis.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9jYXJjYXNzb25uZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCmo_-xAbAAgHSAiQzMWE1MjFjZi02YWE1LTRkYmMtOGI5OS04MzliYTZlOTE2ZmPYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=7f18878d3d8b04ba&srepoch=1755285570&from=searchresults,147,8.7
Grenoble,B&B HOTEL Grenoble Centre Alpexpo,2053,Grenoble,3.8 km from downtown,"This B&B hotel is located in Grenoble, just 2625 feet from Alpexpo. With a 24-hour reception, it offers a free Wi-Fi connection and soundproofed accommodations. It is 656 feet from Grand Place Tram Station.

All of the rooms at B&B Grenoble Center Alpexpo are serviced by a elevator and are decorated in a contemporary style. Each room features a desk, a flat-screen TV and a private bathroom with a shower.

A continental breakfast is served every morning in the communal lounge.

Luggage storage is provided at B&B Grenoble Center Alpexpo. There are limited parking places available free of charge, and the Bastille is 4.3 mi away. There is access to A480 motorway, 3.1 mi away.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Good Breakfast",Grenoble,45.158837,5.734435,https://www.booking.com/hotel/fr/b-amp-b-grenoble-centre-alpexpo.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285580&from_sustainable_property_sr=1&from=searchresults,228,7.6
Grenoble,Tempologis Grenoble,158,Grenoble,1.6 km from downtown,"Tempologis Grenoble is located in Grenoble and offers self-catering accommodations. Free WiFi access is available. The property is 0.6 mi from Paul Mistral Park and 1.6 mi from Grenoble Train Station.

Apartments at Tempologis Grenoble feature a flat-screen TV, a balcony and a seating area. There is a full a kitchenette with a dishwasher and a microwave. Featuring a shower, private bathroom also comes with a hairdryer and free toiletries. You can enjoy mountain view and city view from the room.

Grenoble-Isère Airport is 27 mi away.","Free parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests",Grenoble,45.179273,5.734339,https://www.booking.com/hotel/fr/tempologis-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285598&from=searchresults,228,8.1
Grenoble,Hôtel Gloria,454,Grenoble,0.5 km from downtown,"The Hôtel Gloria is located in central Grenoble, 656 feet from the A48 motorway and 984 feet from Grenoble's School of Management.

Each air-conditioned guest room has a private bathroom, satellite TV and free WiFi access.

Guests of the Gloria can enjoy a continental breakfast in the hotel dining room.

The hotel is just 656 feet from the nearest tramway stop offering connections throughout the city, 0.6 mi from Grenoble cathedral and 2625 feet from the Musée Dauphinois. Grenoble SNCF Train Station is just 656 feet away.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Good Breakfast",Grenoble,45.191438,5.718498,https://www.booking.com/hotel/fr/gallia-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285604&from=searchresults,228,7.9
Grenoble,Hôtel de l'Europe Grenoble hyper-centre,1594,"Grenoble City Centre, Grenoble",300 m from downtown,"Hôtel de l'Europe Grenoble hyper-center is located in the heart of Grenoble and is the oldest hotel in the city. It is set in a 17th-century building. Free WiFi is provided.

All rooms are air-conditioned and soundproofed. They come with a flat-screen TV with Bein Sports, Canal+ and Eurosport satellite channels. Some rooms also feature a balcony with views of the city.

Hôtel de l'Europe Grenoble hyper-center offers a daily continental breakfast, which can also be served in the guest room upon request.

Hôtel de l'Europe Grenoble hyper-center is 1148 feet from the cable car that goes up to the Bastille. Grenoble train station is 0.6 mi away, or a 5-minute journey by tram. Public parking is available nearby.","Parking, Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Very Good Breakfast","Grenoble City Centre, Grenoble",45.190357,5.727331,https://www.booking.com/hotel/fr/de-l-europe-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285610&from=searchresults,228,8.1
Grenoble,The Babel Community Hôtel - Grenoble Bastille,1530,"Grenoble City Centre, Grenoble",350 m from downtown,"Prime City Center Location: The Babel Community Hôtel - Grenoble Bastille in Grenoble offers a central position with stunning views of the city, mountains, and garden. Guests enjoy easy access to local attractions such as Grenoble Train Station (1.2 mi) and The Bastille Grenoble (16-minute walk).

Exceptional Facilities: The aparthotel features a sun terrace, garden, restaurant, bar, and free WiFi. Additional amenities include a fitness room, shuttle service, concierge, evening entertainment, and a business area. Free on-site parking and bicycle parking enhance the stay.

 Rooms offer air-conditioning, private bathrooms, kitchens, and modern amenities. Guests can relax in the outdoor seating area or take advantage of the bicycle hire and bike parking services.

 The family-friendly restaurant serves local cuisine with traditional, modern, and romantic ambiances. Breakfast is available as a buffet, and lunch and dinner are served daily.","Free parking, Free Wifi, Family rooms, Restaurant, Non-smoking rooms, Bar, Good Breakfast","Grenoble City Centre, Grenoble",45.195811,5.725447,https://www.booking.com/hotel/fr/apt-paisible-en-centre-ville-parking-salle-de-sport-bar-en-rooftop.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285617&from=searchresults,228,8.6
Grenoble,Maison Barbillon Grenoble - Centre Gare,1853,Grenoble,0.7 km from downtown,"Maison Barbillon Grenoble - Centre Gare is located in Grenoble, just 328 feet from the train station. It offers comfortable guest rooms with satellite TV and free WiFi Internet access.

Guest rooms at the Maison Barbillon Grenoble - Centre Gare have an authentic and elegant décor and feature a private bathroom including a hairdryer.

A buffet breakfast is served every morning in the breakfast room. There are many restaurants within walking distance of the hotel.

Maison Barbillon is accessible via the A480 motorway. The hotel is located beside Grenoble World Trade Center and Saint-André Cathedral is just a 13-minute walk away.","Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Room service, Excellent Breakfast",Grenoble,45.190793,5.716697,https://www.booking.com/hotel/fr/maison-barbillon-grenoble.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9ncmVub2JsZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgCyZD-xAbAAgHSAiQ2OTQ5OThjOS0wMGY4LTRiMmMtYTFiYy0wMjMzMmRhOTA5NmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=ht_id%3D204&srpvid=d59687e4248607e7&srepoch=1755285623&from=searchresults,228,8.5
